id,idade,sexo,dependentes,escolaridade,estado_civil,salario_anual,tipo_cartao,meses_de_relacionamento,qtd_produtos,iteracoes_12m,meses_inativo_12m,limite_credito,valor_transacoes_12m,qtd_transacoes_12m
5910,44.00,M,.00,ensino medio,solteiro,$60K - $80K,blue,36.00,6.00,2.00,3.00,"6,606.30","4,493.44",68.00
5911,42.00,F,4.00,graduacao,casado,na,blue,23.00,3.00,2.00,3.00,"7,102.78","4,083.26",68.00
5912,51.00,F,2.00,na,casado,menos que $40K,silver,36.00,6.00,3.00,2.00,"13,812.87","3,723.03",56.00
5913,56.00,M,1.00,mestrado,solteiro,$60K - $80K,blue,36.00,5.00,2.00,3.00,"7,075.16","4,160.20",75.00
5914,44.00,M,1.00,graduacao,solteiro,$40K - $60K,blue,40.00,6.00,2.00,1.00,"4,274.99","4,820.04",60.00
5915,47.00,F,3.00,ensino medio,solteiro,menos que $40K,blue,31.00,5.00,3.00,1.00,"2,317.55","4,894.18",89.00
5916,51.00,F,2.00,sem educacao formal,solteiro,menos que $40K,blue,36.00,3.00,3.00,3.00,"1,438.41","1,939.40",49.00
5917,47.00,M,4.00,ensino medio,casado,$80K - $120K,blue,37.00,5.00,3.00,3.00,"2,888.47","4,345.11",75.00
5918,44.00,F,4.00,graduacao,solteiro,na,blue,34.00,4.00,2.00,1.00,"12,310.67","4,176.82",76.00
5919,48.00,M,4.00,na,casado,$60K - $80K,blue,36.00,4.00,3.00,3.00,"1,622.79","4,164.16",66.00
5920,45.00,F,4.00,mestrado,casado,menos que $40K,blue,34.00,3.00,1.00,2.00,"1,438.16","2,153.61",35.00
5921,40.00,M,3.00,na,solteiro,$80K - $120K,blue,23.00,6.00,2.00,2.00,"12,559.68","4,700.41",71.00
5922,56.00,F,1.00,sem educacao formal,na,$40K - $60K,blue,46.00,4.00,3.00,3.00,"2,929.83","3,875.23",67.00
5923,48.00,F,3.00,na,divorciado,menos que $40K,blue,31.00,5.00,4.00,2.00,"1,438.61","1,897.53",58.00
5924,50.00,F,1.00,na,solteiro,menos que $40K,blue,40.00,4.00,2.00,1.00,"2,319.23","4,099.12",74.00
5925,37.00,F,2.00,sem educacao formal,casado,na,blue,22.00,4.00,3.00,3.00,"7,927.81","4,094.71",85.00
5926,55.00,F,2.00,mestrado,divorciado,menos que $40K,blue,50.00,2.00,3.00,6.00,"1,720.61","2,719.63",36.00
5927,38.00,M,3.00,na,solteiro,$80K - $120K,blue,30.00,5.00,3.00,1.00,"3,642.58","4,517.61",79.00
5928,49.00,F,3.00,ensino medio,casado,$40K - $60K,blue,44.00,5.00,2.00,1.00,"3,881.91","4,177.85",66.00
5929,47.00,M,3.00,doutorado,na,$120K +,blue,41.00,6.00,2.00,2.00,"6,143.37","4,330.55",72.00
5930,42.00,F,1.00,na,casado,menos que $40K,blue,37.00,3.00,.00,3.00,"1,438.80","4,154.79",78.00
5931,52.00,F,4.00,graduacao,na,menos que $40K,blue,39.00,6.00,1.00,3.00,"2,035.89","4,643.85",86.00
5932,47.00,F,2.00,ensino medio,casado,menos que $40K,blue,39.00,5.00,3.00,3.00,"3,899.62","2,182.22",40.00
5933,52.00,F,1.00,na,solteiro,$40K - $60K,blue,43.00,4.00,2.00,2.00,"1,981.03","3,913.68",90.00
5934,50.00,F,1.00,mestrado,solteiro,menos que $40K,blue,36.00,1.00,4.00,3.00,"2,422.13","2,548.98",46.00
5935,52.00,M,2.00,mestrado,casado,$80K - $120K,blue,43.00,6.00,3.00,3.00,"11,964.56","4,853.22",85.00
5936,50.00,F,4.00,graduacao,casado,na,blue,36.00,6.00,3.00,4.00,"3,862.84","4,058.47",81.00
5937,46.00,M,2.00,graduacao,casado,$80K - $120K,blue,36.00,5.00,2.00,4.00,"33,142.34","4,347.67",63.00
5938,40.00,M,2.00,ensino medio,solteiro,$120K +,silver,36.00,3.00,2.00,4.00,"34,516.65","3,564.06",73.00
5939,42.00,F,4.00,ensino medio,casado,menos que $40K,blue,32.00,6.00,3.00,3.00,"3,454.49","2,826.54",39.00
5940,29.00,F,2.00,mestrado,casado,menos que $40K,blue,25.00,6.00,2.00,3.00,"2,732.86","4,702.21",85.00
5941,50.00,M,4.00,ensino medio,divorciado,$80K - $120K,blue,45.00,4.00,2.00,2.00,"1,687.06","4,342.96",82.00
5942,43.00,F,3.00,mestrado,casado,menos que $40K,blue,36.00,4.00,4.00,2.00,"3,524.00","3,174.87",44.00
5943,40.00,M,4.00,sem educacao formal,solteiro,$120K +,blue,36.00,4.00,2.00,3.00,"5,773.89","3,732.45",71.00
5944,45.00,F,3.00,mestrado,casado,na,blue,40.00,3.00,3.00,5.00,"4,462.29","2,526.08",41.00
5945,35.00,F,3.00,doutorado,casado,menos que $40K,blue,30.00,5.00,2.00,2.00,"3,976.44","4,419.04",75.00
5946,55.00,F,3.00,graduacao,solteiro,menos que $40K,blue,36.00,3.00,3.00,3.00,"2,679.04","4,943.89",85.00
5947,49.00,F,4.00,na,casado,$40K - $60K,blue,29.00,6.00,2.00,3.00,"1,564.42","5,172.30",78.00
5948,53.00,F,2.00,ensino medio,solteiro,$40K - $60K,blue,47.00,5.00,3.00,2.00,"1,536.83","4,133.62",78.00
5949,46.00,M,5.00,ensino medio,casado,$40K - $60K,blue,37.00,6.00,1.00,2.00,"2,375.09","4,087.05",66.00
5950,50.00,F,3.00,ensino medio,casado,menos que $40K,blue,42.00,4.00,3.00,3.00,"2,719.33","4,172.14",65.00
5951,53.00,F,4.00,mestrado,divorciado,$40K - $60K,blue,45.00,5.00,1.00,3.00,"3,369.74","5,220.47",78.00
5952,58.00,F,1.00,mestrado,solteiro,menos que $40K,blue,36.00,5.00,1.00,1.00,"3,173.81","3,797.42",75.00
5953,47.00,F,2.00,ensino medio,na,menos que $40K,blue,36.00,4.00,2.00,2.00,"3,139.65","4,892.25",95.00
5954,50.00,F,3.00,ensino medio,casado,menos que $40K,blue,33.00,3.00,4.00,3.00,"2,140.07","2,915.48",50.00
5955,56.00,F,3.00,sem educacao formal,solteiro,menos que $40K,blue,46.00,4.00,2.00,3.00,"2,258.62","4,803.01",72.00
5956,48.00,M,3.00,mestrado,casado,$40K - $60K,blue,43.00,5.00,1.00,1.00,"2,423.19","4,035.73",74.00
5957,55.00,F,1.00,ensino medio,solteiro,menos que $40K,blue,37.00,4.00,3.00,3.00,"2,376.44","4,301.93",79.00
5958,38.00,M,1.00,mestrado,solteiro,menos que $40K,blue,28.00,4.00,2.00,5.00,"1,690.82","3,928.28",69.00
5959,46.00,F,3.00,ensino medio,casado,$40K - $60K,blue,34.00,2.00,2.00,3.00,"8,583.22","1,794.60",31.00
5960,52.00,F,3.00,mestrado,solteiro,menos que $40K,blue,34.00,5.00,1.00,2.00,"2,996.19","4,724.00",66.00
5961,49.00,F,1.00,doutorado,solteiro,na,blue,39.00,6.00,2.00,3.00,"2,880.05","4,334.86",81.00
5962,48.00,M,4.00,sem educacao formal,divorciado,$80K - $120K,gold,38.00,4.00,1.00,3.00,"34,516.77","4,814.09",71.00
5963,36.00,F,2.00,doutorado,solteiro,na,blue,23.00,5.00,3.00,2.00,"6,966.46","4,855.04",69.00
5964,36.00,M,3.00,graduacao,casado,$120K +,blue,24.00,2.00,3.00,2.00,"11,316.43","2,595.65",49.00
5965,38.00,F,.00,ensino medio,solteiro,menos que $40K,blue,30.00,4.00,1.00,2.00,"1,438.48","4,247.02",84.00
5966,44.00,M,1.00,sem educacao formal,divorciado,$120K +,blue,39.00,3.00,3.00,2.00,"11,362.09","3,197.66",61.00
5967,52.00,F,.00,doutorado,casado,na,blue,46.00,6.00,3.00,4.00,"7,210.66","2,516.96",36.00
5968,55.00,F,4.00,graduacao,solteiro,na,blue,36.00,5.00,3.00,3.00,"7,790.07","4,835.57",84.00
5969,37.00,F,2.00,na,casado,menos que $40K,blue,18.00,3.00,1.00,3.00,"2,023.72","4,391.22",79.00
5970,51.00,F,3.00,mestrado,casado,$40K - $60K,blue,45.00,5.00,3.00,2.00,"9,117.85","3,837.41",75.00
5971,41.00,F,2.00,doutorado,na,menos que $40K,blue,36.00,4.00,2.00,1.00,"1,801.53","3,797.73",74.00
5972,51.00,M,2.00,ensino medio,casado,$60K - $80K,blue,37.00,6.00,3.00,6.00,"8,787.35","4,537.16",75.00
5973,40.00,M,4.00,mestrado,casado,$60K - $80K,silver,36.00,6.00,3.00,1.00,"27,436.85","4,051.37",81.00
5974,65.00,F,2.00,doutorado,solteiro,menos que $40K,blue,53.00,6.00,2.00,3.00,"2,195.73","4,205.68",65.00
5975,46.00,M,4.00,graduacao,casado,$80K - $120K,blue,34.00,5.00,2.00,3.00,"13,734.35","4,283.57",67.00
5976,45.00,M,4.00,mestrado,casado,$60K - $80K,blue,34.00,6.00,3.00,2.00,"2,731.59","3,915.02",66.00
5977,49.00,M,3.00,mestrado,solteiro,$80K - $120K,blue,45.00,3.00,.00,2.00,"2,453.31","4,185.66",66.00
5978,49.00,M,3.00,na,casado,$60K - $80K,blue,36.00,6.00,3.00,3.00,"7,451.53","4,960.31",97.00
5979,41.00,F,3.00,ensino medio,casado,$40K - $60K,blue,35.00,3.00,3.00,3.00,"2,644.74","4,081.60",72.00
5980,41.00,M,4.00,mestrado,casado,$80K - $120K,silver,28.00,3.00,3.00,2.00,"34,516.24","2,022.59",52.00
5981,41.00,M,5.00,mestrado,casado,$60K - $80K,blue,36.00,4.00,3.00,4.00,"4,575.10","4,726.00",64.00
5982,51.00,F,1.00,graduacao,solteiro,menos que $40K,blue,45.00,3.00,2.00,3.00,"4,860.25","4,329.36",80.00
5983,46.00,F,2.00,mestrado,casado,menos que $40K,blue,40.00,6.00,2.00,4.00,"1,438.33","3,399.49",66.00
5984,37.00,F,2.00,na,solteiro,menos que $40K,blue,25.00,3.00,4.00,2.00,"1,690.28","2,645.65",60.00
5985,39.00,M,5.00,sem educacao formal,casado,$40K - $60K,blue,36.00,4.00,3.00,2.00,"1,438.96","4,596.16",82.00
5986,46.00,M,5.00,sem educacao formal,solteiro,$60K - $80K,blue,36.00,3.00,2.00,3.00,"24,512.51","4,561.86",78.00
5987,43.00,F,3.00,ensino medio,solteiro,$40K - $60K,blue,34.00,1.00,2.00,3.00,"1,654.36","2,086.80",47.00
5988,63.00,M,1.00,mestrado,solteiro,$80K - $120K,blue,55.00,6.00,2.00,1.00,"21,430.09","3,561.14",57.00
5989,50.00,M,1.00,mestrado,casado,$120K +,silver,38.00,4.00,3.00,3.00,"34,516.59","3,828.29",65.00
5990,37.00,M,4.00,sem educacao formal,casado,$40K - $60K,blue,27.00,6.00,2.00,3.00,"1,438.87","4,446.27",86.00
5991,33.00,F,2.00,doutorado,solteiro,menos que $40K,blue,36.00,5.00,3.00,2.00,"2,800.72","4,253.03",83.00
5992,44.00,M,4.00,doutorado,casado,$60K - $80K,blue,36.00,3.00,2.00,2.00,"3,117.24","4,391.61",85.00
5993,44.00,M,2.00,sem educacao formal,casado,$80K - $120K,blue,34.00,6.00,3.00,3.00,"2,558.25","3,792.98",78.00
5994,47.00,M,3.00,ensino medio,casado,$60K - $80K,blue,39.00,2.00,2.00,3.00,"10,061.91","2,802.87",52.00
5995,45.00,F,4.00,mestrado,na,na,blue,36.00,4.00,3.00,1.00,"3,416.72","4,121.38",83.00
5996,39.00,F,3.00,mestrado,casado,na,blue,28.00,3.00,3.00,3.00,"9,371.98","4,754.60",78.00
5997,47.00,F,3.00,mestrado,casado,menos que $40K,blue,36.00,3.00,2.00,1.00,"3,147.51","4,465.72",82.00
5998,52.00,F,3.00,na,solteiro,menos que $40K,blue,37.00,4.00,2.00,2.00,"1,554.78","4,997.19",79.00
5999,47.00,F,5.00,sem educacao formal,solteiro,na,blue,40.00,5.00,5.00,4.00,"3,502.92","1,895.64",42.00
6000,49.00,F,4.00,mestrado,solteiro,menos que $40K,blue,40.00,4.00,2.00,2.00,"2,712.99","4,678.72",74.00
6001,59.00,F,.00,graduacao,casado,menos que $40K,blue,51.00,6.00,.00,1.00,"1,438.82","4,817.53",81.00
6002,39.00,M,3.00,ensino medio,casado,$120K +,blue,36.00,6.00,2.00,3.00,"3,281.08","4,109.69",69.00
6003,35.00,F,5.00,ensino medio,casado,$40K - $60K,blue,25.00,3.00,6.00,2.00,"1,438.81","2,500.24",44.00
6004,39.00,F,2.00,mestrado,solteiro,menos que $40K,blue,26.00,5.00,3.00,3.00,"2,469.63","3,837.15",74.00
6005,41.00,M,4.00,na,casado,$80K - $120K,blue,35.00,4.00,3.00,2.00,"3,497.17","4,345.20",72.00
6006,46.00,F,4.00,na,na,$40K - $60K,blue,38.00,4.00,3.00,2.00,"2,505.04","4,384.43",80.00
6007,34.00,M,2.00,mestrado,casado,$60K - $80K,blue,36.00,5.00,3.00,1.00,"2,763.77","4,136.06",69.00
6008,49.00,F,2.00,sem educacao formal,casado,menos que $40K,blue,35.00,5.00,3.00,2.00,"2,081.65","4,863.41",87.00
6009,55.00,F,3.00,mestrado,casado,na,blue,45.00,1.00,1.00,3.00,"2,815.43","2,618.34",29.00
6010,56.00,F,1.00,mestrado,solteiro,menos que $40K,blue,38.00,4.00,3.00,1.00,"1,737.14","4,723.38",78.00
6011,52.00,F,4.00,ensino medio,solteiro,na,blue,36.00,5.00,3.00,3.00,"9,078.50","4,458.20",87.00
6012,46.00,M,5.00,sem educacao formal,na,$40K - $60K,blue,40.00,5.00,3.00,4.00,"6,185.89","2,225.16",45.00
6013,51.00,F,2.00,mestrado,divorciado,na,blue,36.00,5.00,3.00,3.00,"2,069.52","4,402.27",91.00
6014,45.00,M,3.00,sem educacao formal,casado,$80K - $120K,blue,38.00,3.00,3.00,3.00,"9,234.88","2,586.50",44.00
6015,37.00,F,1.00,mestrado,solteiro,menos que $40K,blue,36.00,3.00,3.00,3.00,"2,684.87","4,796.13",85.00
6016,48.00,F,3.00,ensino medio,casado,$40K - $60K,blue,38.00,3.00,2.00,2.00,"2,151.97","4,604.11",86.00
6017,52.00,M,2.00,graduacao,solteiro,$60K - $80K,blue,37.00,4.00,3.00,3.00,"2,749.18","3,882.22",90.00
6018,44.00,F,3.00,ensino medio,solteiro,menos que $40K,blue,31.00,3.00,2.00,2.00,"1,980.31","4,467.99",69.00
6019,55.00,F,1.00,mestrado,casado,menos que $40K,blue,46.00,6.00,3.00,4.00,"4,232.28","2,312.38",37.00
6020,45.00,F,2.00,mestrado,casado,menos que $40K,blue,34.00,4.00,2.00,1.00,"1,438.27","4,283.78",76.00
6021,43.00,F,2.00,sem educacao formal,na,na,blue,36.00,5.00,.00,1.00,"6,931.25","4,437.51",64.00
6022,52.00,F,3.00,ensino medio,casado,menos que $40K,blue,39.00,5.00,2.00,3.00,"3,302.32","2,682.88",47.00
6023,61.00,M,1.00,mestrado,solteiro,na,blue,56.00,5.00,2.00,3.00,"4,235.12","3,862.03",76.00
6024,51.00,F,2.00,doutorado,casado,na,blue,45.00,6.00,2.00,6.00,"6,501.89","5,074.93",81.00
6025,34.00,F,1.00,mestrado,solteiro,na,blue,21.00,6.00,3.00,1.00,"6,376.71","5,192.28",70.00
6026,33.00,F,3.00,mestrado,solteiro,menos que $40K,blue,36.00,5.00,3.00,2.00,"1,457.37","2,200.69",45.00
6027,38.00,F,3.00,na,casado,$40K - $60K,blue,36.00,3.00,2.00,3.00,"5,576.04","4,322.28",85.00
6028,56.00,F,3.00,graduacao,solteiro,na,blue,36.00,5.00,3.00,1.00,"1,438.74","4,919.95",83.00
6029,45.00,F,3.00,mestrado,solteiro,na,blue,27.00,4.00,3.00,3.00,"2,478.32","4,353.95",80.00
6030,44.00,M,2.00,sem educacao formal,divorciado,$60K - $80K,blue,34.00,6.00,2.00,3.00,"3,650.93","4,250.46",81.00
6031,52.00,F,2.00,na,divorciado,menos que $40K,blue,36.00,4.00,3.00,2.00,"2,111.52","4,459.56",72.00
6032,30.00,F,.00,ensino medio,solteiro,na,blue,25.00,4.00,2.00,1.00,"12,917.06","4,108.08",82.00
6033,56.00,M,2.00,ensino medio,solteiro,$120K +,blue,46.00,2.00,4.00,4.00,"7,327.89","2,185.15",41.00
6034,46.00,M,1.00,sem educacao formal,casado,$80K - $120K,blue,33.00,3.00,2.00,1.00,"13,324.34","4,245.89",76.00
6035,34.00,M,2.00,ensino medio,na,$80K - $120K,blue,22.00,4.00,2.00,3.00,"11,154.61","4,339.22",77.00
6036,43.00,F,1.00,mestrado,divorciado,na,blue,30.00,5.00,3.00,3.00,"9,535.80","4,210.72",81.00
6037,37.00,M,2.00,na,solteiro,$40K - $60K,blue,24.00,6.00,4.00,2.00,"10,226.74","2,243.63",44.00
6038,37.00,F,5.00,na,casado,menos que $40K,blue,29.00,6.00,2.00,1.00,"2,140.86","4,610.75",65.00
6039,49.00,F,1.00,na,casado,menos que $40K,blue,39.00,3.00,2.00,4.00,"2,904.83","3,848.25",66.00
6040,40.00,M,1.00,sem educacao formal,casado,$80K - $120K,blue,36.00,6.00,2.00,3.00,"1,770.57","4,442.26",83.00
6041,37.00,F,2.00,na,solteiro,menos que $40K,blue,36.00,3.00,3.00,2.00,"1,534.90","2,596.89",39.00
6042,46.00,F,2.00,ensino medio,solteiro,menos que $40K,blue,35.00,6.00,3.00,3.00,"2,170.26","4,569.44",79.00
6043,53.00,M,1.00,na,solteiro,$120K +,blue,45.00,6.00,3.00,2.00,"10,001.21","4,167.53",74.00
6044,56.00,F,3.00,ensino medio,casado,na,blue,41.00,3.00,3.00,2.00,"4,169.50","4,519.90",82.00
6045,65.00,M,1.00,graduacao,solteiro,menos que $40K,blue,54.00,5.00,2.00,2.00,"5,363.72","3,855.93",63.00
6046,50.00,F,2.00,doutorado,solteiro,menos que $40K,blue,43.00,4.00,.00,1.00,"3,206.92","4,731.70",82.00
6047,50.00,M,2.00,na,casado,$60K - $80K,blue,37.00,6.00,2.00,3.00,"18,085.43","4,583.19",76.00
6048,61.00,F,.00,doutorado,casado,$40K - $60K,blue,53.00,4.00,2.00,3.00,"2,566.18","4,344.75",73.00
6049,35.00,F,2.00,mestrado,casado,$40K - $60K,blue,25.00,3.00,2.00,1.00,"1,438.16","4,434.30",73.00
6050,65.00,F,2.00,mestrado,solteiro,menos que $40K,blue,56.00,3.00,3.00,.00,"6,812.37","2,288.37",48.00
6051,45.00,F,4.00,mestrado,solteiro,$40K - $60K,blue,34.00,3.00,2.00,2.00,"2,700.69","4,984.87",75.00
6052,50.00,F,3.00,doutorado,casado,na,blue,41.00,3.00,3.00,3.00,"5,471.15","4,002.36",67.00
6053,43.00,F,2.00,sem educacao formal,divorciado,menos que $40K,blue,31.00,5.00,1.00,3.00,"4,332.74","4,093.74",84.00
6054,48.00,F,4.00,na,casado,menos que $40K,blue,41.00,3.00,3.00,3.00,"2,447.65","2,132.76",37.00
6055,41.00,F,4.00,mestrado,solteiro,menos que $40K,blue,26.00,5.00,2.00,2.00,"1,783.45","3,853.79",76.00
6056,42.00,M,2.00,mestrado,solteiro,$60K - $80K,blue,26.00,4.00,2.00,3.00,"11,761.78","4,946.92",73.00
6057,52.00,F,1.00,ensino medio,solteiro,menos que $40K,blue,36.00,3.00,3.00,3.00,"2,340.56","4,501.18",68.00
6058,45.00,F,5.00,sem educacao formal,solteiro,menos que $40K,blue,32.00,3.00,.00,3.00,"2,859.42","4,440.37",79.00
6059,37.00,M,3.00,ensino medio,casado,$40K - $60K,blue,36.00,3.00,3.00,3.00,"2,523.17","4,683.48",76.00
6060,48.00,M,2.00,doutorado,casado,$40K - $60K,blue,34.00,4.00,2.00,2.00,"4,776.18","4,581.68",60.00
6061,59.00,F,1.00,mestrado,casado,menos que $40K,blue,36.00,3.00,1.00,1.00,"2,697.29","4,489.96",58.00
6062,57.00,F,3.00,ensino medio,casado,menos que $40K,blue,36.00,6.00,3.00,2.00,"3,542.91","4,127.53",71.00
6063,57.00,M,3.00,mestrado,solteiro,$120K +,blue,52.00,6.00,3.00,4.00,"34,516.37","1,777.32",37.00
6064,40.00,F,4.00,doutorado,casado,na,blue,29.00,5.00,1.00,3.00,"8,823.89","4,453.41",84.00
6065,52.00,F,1.00,graduacao,solteiro,menos que $40K,blue,41.00,5.00,6.00,3.00,"1,764.43","2,740.96",47.00
6066,43.00,F,4.00,sem educacao formal,casado,menos que $40K,blue,36.00,5.00,3.00,3.00,"3,492.57","2,510.91",47.00
6067,36.00,F,3.00,ensino medio,casado,menos que $40K,blue,36.00,3.00,3.00,3.00,"2,977.99","2,201.01",39.00
6068,49.00,M,4.00,doutorado,solteiro,$60K - $80K,silver,37.00,5.00,2.00,2.00,"30,976.97","3,193.48",69.00
6069,43.00,M,5.00,ensino medio,casado,$60K - $80K,blue,36.00,5.00,1.00,2.00,"2,810.51","4,875.84",97.00
6070,39.00,F,1.00,na,solteiro,menos que $40K,blue,28.00,3.00,1.00,2.00,"1,438.58","4,173.05",82.00
6071,44.00,M,3.00,ensino medio,solteiro,$40K - $60K,blue,34.00,5.00,1.00,3.00,"8,997.99","4,558.53",62.00
6072,57.00,F,3.00,sem educacao formal,solteiro,menos que $40K,blue,52.00,4.00,3.00,3.00,"2,002.62","3,735.56",73.00
6073,55.00,M,4.00,doutorado,solteiro,$60K - $80K,blue,36.00,3.00,1.00,2.00,"4,998.07","4,329.59",61.00
6074,37.00,F,2.00,doutorado,casado,menos que $40K,blue,36.00,6.00,3.00,2.00,"2,310.48","4,191.02",77.00
6075,54.00,F,2.00,ensino medio,casado,$40K - $60K,blue,36.00,3.00,3.00,3.00,"3,892.50","4,318.50",74.00
6076,34.00,M,3.00,sem educacao formal,casado,$60K - $80K,blue,25.00,6.00,1.00,1.00,"2,345.74","4,634.06",69.00
6077,50.00,M,.00,mestrado,solteiro,$80K - $120K,blue,45.00,3.00,2.00,2.00,"2,135.70","4,821.62",77.00
6078,50.00,F,2.00,na,solteiro,menos que $40K,blue,36.00,3.00,2.00,2.00,"2,528.80","4,269.12",78.00
6079,50.00,F,2.00,ensino medio,casado,menos que $40K,blue,36.00,3.00,3.00,1.00,"3,397.54","4,208.65",75.00
6080,49.00,M,.00,doutorado,casado,$60K - $80K,blue,39.00,5.00,3.00,6.00,"19,719.83","3,572.78",73.00
6081,41.00,F,3.00,mestrado,casado,na,blue,33.00,5.00,.00,3.00,"15,292.62","5,120.32",74.00
6082,52.00,M,1.00,ensino medio,casado,$120K +,blue,36.00,5.00,3.00,3.00,"31,733.56","3,723.34",53.00
6083,54.00,F,4.00,ensino medio,solteiro,$40K - $60K,blue,36.00,3.00,4.00,3.00,"1,438.26","2,092.24",42.00
6084,54.00,F,2.00,doutorado,casado,menos que $40K,blue,48.00,3.00,3.00,6.00,"1,638.85","1,702.53",36.00
6085,50.00,F,3.00,ensino medio,solteiro,menos que $40K,blue,38.00,6.00,2.00,3.00,"2,775.94","4,608.47",84.00
6086,37.00,F,2.00,mestrado,casado,$40K - $60K,blue,29.00,2.00,6.00,2.00,"2,547.74","2,160.45",46.00
6087,50.00,F,1.00,mestrado,casado,na,blue,44.00,5.00,2.00,2.00,"5,708.71","4,914.07",60.00
6088,46.00,M,3.00,mestrado,casado,$80K - $120K,blue,36.00,6.00,1.00,3.00,"19,838.67","3,982.02",68.00
6089,47.00,M,2.00,sem educacao formal,casado,$60K - $80K,blue,32.00,1.00,6.00,3.00,"1,789.31","2,784.44",49.00
6090,51.00,F,1.00,sem educacao formal,solteiro,$40K - $60K,blue,46.00,5.00,2.00,3.00,"2,284.76","4,885.61",86.00
6091,42.00,M,3.00,doutorado,solteiro,$60K - $80K,blue,36.00,6.00,3.00,1.00,"11,535.66","3,730.50",67.00
6092,28.00,F,.00,na,casado,na,blue,36.00,3.00,2.00,4.00,"3,524.91","4,252.04",78.00
6093,58.00,M,2.00,ensino medio,solteiro,$60K - $80K,silver,49.00,4.00,3.00,3.00,"30,186.08","4,070.62",74.00
6094,44.00,F,1.00,na,solteiro,menos que $40K,blue,31.00,6.00,1.00,3.00,"1,438.29","3,576.54",55.00
6095,40.00,F,3.00,na,casado,menos que $40K,blue,30.00,4.00,3.00,2.00,"1,620.39","4,530.32",69.00
6096,51.00,F,3.00,ensino medio,solteiro,menos que $40K,blue,39.00,5.00,1.00,2.00,"4,038.49","4,188.10",68.00
6097,56.00,M,4.00,mestrado,solteiro,$80K - $120K,blue,36.00,5.00,2.00,3.00,"2,078.81","4,382.74",82.00
6098,51.00,F,4.00,mestrado,casado,menos que $40K,blue,36.00,5.00,2.00,3.00,"1,571.45","4,580.48",74.00
6099,43.00,M,3.00,graduacao,casado,$80K - $120K,blue,24.00,6.00,1.00,3.00,"4,726.67","4,683.18",91.00
6100,56.00,F,4.00,doutorado,na,menos que $40K,blue,49.00,5.00,3.00,3.00,"4,604.56","4,586.41",79.00
6101,48.00,M,1.00,graduacao,solteiro,$80K - $120K,silver,36.00,6.00,3.00,3.00,"34,516.07","4,042.44",78.00
6102,56.00,M,2.00,mestrado,casado,$40K - $60K,blue,45.00,5.00,1.00,2.00,"1,438.61","4,323.71",77.00
6103,48.00,F,3.00,na,divorciado,menos que $40K,blue,36.00,5.00,1.00,2.00,"2,680.85","4,592.91",78.00
6104,41.00,F,3.00,graduacao,casado,$40K - $60K,blue,15.00,5.00,4.00,3.00,"4,312.71","2,693.51",56.00
6105,50.00,M,2.00,na,casado,$60K - $80K,blue,44.00,5.00,1.00,3.00,"2,205.10","4,813.49",77.00
6106,44.00,F,3.00,graduacao,casado,menos que $40K,blue,31.00,5.00,2.00,6.00,"2,679.88","4,804.68",78.00
6107,54.00,M,3.00,doutorado,solteiro,$80K - $120K,silver,42.00,3.00,2.00,1.00,"34,516.85","4,401.48",87.00
6108,48.00,F,2.00,mestrado,casado,menos que $40K,blue,37.00,4.00,1.00,2.00,"3,378.42","4,761.15",81.00
6109,34.00,M,1.00,ensino medio,solteiro,$40K - $60K,blue,25.00,4.00,2.00,1.00,"1,793.34","5,293.49",88.00
6110,59.00,F,.00,mestrado,divorciado,menos que $40K,blue,49.00,6.00,3.00,2.00,"2,228.56","3,922.39",75.00
6111,41.00,F,3.00,graduacao,solteiro,$40K - $60K,blue,22.00,5.00,2.00,.00,"2,577.07","4,734.77",75.00
6112,39.00,F,1.00,mestrado,casado,menos que $40K,blue,36.00,1.00,3.00,2.00,"1,462.65","1,998.32",36.00
6113,50.00,F,4.00,mestrado,casado,menos que $40K,blue,30.00,5.00,4.00,3.00,"4,038.20","2,400.10",41.00
6114,35.00,F,1.00,na,divorciado,na,blue,24.00,5.00,3.00,3.00,"1,438.77","2,355.71",47.00
6115,34.00,F,2.00,na,divorciado,menos que $40K,blue,30.00,3.00,2.00,1.00,"4,408.24","4,495.89",77.00
6116,46.00,F,5.00,ensino medio,casado,na,blue,35.00,3.00,3.00,1.00,"4,163.97","4,763.55",76.00
6117,49.00,F,1.00,mestrado,casado,$40K - $60K,blue,39.00,3.00,3.00,3.00,"7,201.77","3,981.56",76.00
6118,49.00,M,.00,ensino medio,solteiro,$80K - $120K,blue,43.00,6.00,1.00,3.00,"1,883.43","5,187.42",89.00
6119,42.00,F,3.00,mestrado,solteiro,menos que $40K,blue,36.00,5.00,2.00,1.00,"3,308.12","5,104.77",85.00
6120,65.00,F,.00,graduacao,solteiro,menos que $40K,blue,55.00,3.00,.00,3.00,"2,022.27","4,623.01",65.00
6121,43.00,F,5.00,mestrado,casado,menos que $40K,blue,23.00,5.00,3.00,3.00,"8,597.24","5,173.32",78.00
6122,38.00,F,2.00,graduacao,casado,na,blue,28.00,5.00,3.00,1.00,"4,693.00","4,460.43",79.00
6123,52.00,F,1.00,mestrado,na,menos que $40K,blue,36.00,6.00,3.00,1.00,"2,873.21","4,620.79",81.00
6124,39.00,F,3.00,ensino medio,divorciado,$40K - $60K,blue,28.00,4.00,3.00,1.00,"3,400.41","4,742.11",90.00
